full_name,email_address,age,gender,phone_number,location,country,date_joined,lead_source,utm_campaign,utm_medium,notes,is_subscribed
  Michelle Branch  ,michelle.b@outlook.com,46,F,399-409-1334x1232,South Shannonfort,USA,2024-07-11,facebook_lead,,social,follow up,False
  Ryan Devi  ,,50,M,00758181412, Hospet ,India,2022-05-31,email_capture,,cpc,,True
  Debra Smith  ,debra_smith@gmail.com,37,M,, Jemmamouth ,UK,2024-01-08,webinar_signup,camp_258,social,VIP,True
,jeff46@gmail.com,41,F,(305) 009-7882 x081, New Carlosbury ,Canada,2022-07-10,partner_import,camp_690,social,,True
  Nathan Harris  ,,28,,(0116) 4960704, New Kenneth ,UK,2022-12-14,google_form,camp_110,cpc,,False
  Yochana Din  ,yochana.din@outlook.com,,F,01375060685,Kharagpur,India,2024-01-10,facebook_lead,,organic,do not contact,False
  Finn Prasad  ,finn43@email.com,18,M,, Sultan Pur Majra ,India,2024-02-18,google_form,camp_977,cpc,,True
  Richard David  ,richarddavid@outlook.com,55,F,(699) 091-6998, Jamesmouth ,Canada,2024-09-08,webinar_signup,,,,False
  Abdul Buch  ,abdul_buch@yahoo.com,29,F,+914328986143, Bhilai ,India,2023-07-29,partner_import,,,do not contact,True
  Kelly Hall  ,kelly_hall@hotmail.com,27,F,001-447-613-4936x183, North Brian ,USA,2023-03-06,facebook_lead,camp_610,cpc,VIP,True
  Champak Khare  ,champak.k@outlook.com,39,M,09711798089, Asansol ,India,2022-11-12,facebook_lead,,organic,do not contact,True
  Bishakha Sanghvi  ,,44,M,+919539621851, Pali ,India,2024-01-07,webinar_signup,camp_481,,,True
  Upma Bassi  ,,18,M,,Guntur,India,2022-04-01,facebook_lead,camp_619,organic,,True
  Kayleigh Burns  ,kayleighburns@gmail.com,34,M,+4428 9018893,West Shaun,UK,2023-03-29,facebook_lead,,,follow up,True
  Laura Larson  ,sAaNvi.c@hoTmaIl.COm,,F,001-947-917-4648,New Billchester,USA,2023-05-15,google_form,camp_116,organic,do not contact,True
  Jessica Munoz  ,jessica_munoz@yahoo.com,,M,, Moonburgh ,USA,2024-03-21,partner_import,,organic,do not contact,False
  Chaitanya Pandey  ,chaitanya.pandey@gmail.com,30,F,5277221704, Varanasi ,India,2023-01-18,webinar_signup,,email,follow up,False
  Ryan Barman  ,ryan_barman@email.com,,F,04868740345, Bathinda ,India,2022-08-22,email_capture,camp_159,,,True
  Anjali Dash  ,anjalidash@gmail.com,,F,, Gwalior ,India,2023-10-04,google_form,,social,,True
  Panini Brar  ,paninibrar@email.com,45,M,09284511544,Madanapalle,India,2024-09-23,partner_import,camp_490,email,,True
  Wendy Graham  ,wendy58@outlook.com,39,M,817.256.5512x5674, Millerview ,USA,2022-04-20,email_capture,,organic,,False
  Pooja Ganesan  ,,27,F,7570596401,Bharatpur,India,2024-05-01,email_capture,camp_949,cpc,,False
  Gottfried Reuter  ,gottfried.r@yahoo.com,57,F,00957 01543, Gießen ,Germany,2022-12-11,google_form,,email,do not contact,True
  John Foster  ,john47@hotmail.com,48,M,1-975-107-9911,New Joseph,Canada,2022-03-27,webinar_signup,,cpc,,True
  Marcus Cordova  ,marcus.c@gmail.com,49,F,(280)587-6038x5977, Andreaport ,USA,2023-12-15,google_form,,organic,,True
  Carl Gentry  ,carl91@outlook.com,38,F,001-553-676-7242, Hurstfurt ,Singapore,2024-05-26,google_form,,email,do not contact,False
  Yochana Dutta  ,yochana.d@hotmail.com,40,F,+912970213556, Mahbubnagar ,India,2023-08-23,google_form,camp_245,organic,VIP,False
  Sheila Watson  ,sheila.w@email.com,33,F,(0191) 496 0095, Brownstad ,UK,2022-09-17,google_form,camp_207,email,do not contact,True
  Mitesh Sengupta  ,mitesh.s@yahoo.com,36,F,05719285654, Raipur ,India,2024-04-28,facebook_lead,,email,VIP,True
  Atharv Grewal  ,atharv_grewal@outlook.com,54,F,08681447394, Kollam ,India,2023-11-02,facebook_lead,,cpc,do not contact,True
  Sarah Ibarra  ,sarah_ibarra@gmail.com,47,M,(954) 278-4980, Sarahville ,Canada,2023-03-23,google_form,,cpc,,True
  Jason Deshmukh  ,jason.deshmukh@email.com,47,F,+917271551884, Sangli-Miraj & Kupwad ,India,2022-04-05,facebook_lead,camp_273,organic,VIP,False
  Mohammad Smith  ,ANN.R@OUTLOOK.COM,64,M,0118 4960911, Sharpside ,UK,2022-09-28,email_capture,,cpc,do not contact,True
  Samuel Wolfe  ,samuel_wolfe@yahoo.com,36,M,809-332-4808, Port Robin ,USA,2023-09-18,partner_import,camp_727,organic,do not contact,True
  Owen Pathak  ,,,M,, Bhind ,India,2024-06-30,partner_import,,organic,do not contact,True
  Polina Rosenow  ,polina.rosenow@email.com,46,F,+49(0)1718 227824, Freudenstadt ,Germany,2022-07-31,google_form,,email,,True
  Kai Chadha  ,kai9@yahoo.com,,F,+914678669125,Hospet,India,2022-01-18,email_capture,,social,follow up,True
  Malcolm Clarke  ,malcolm.clarke@email.com,18,Other,0161 4960824, Arnoldside ,UK,2022-07-25,google_form,camp_961,email,follow up,False
  Steven Wilson  ,,40,F,(974)484-6773, Leehaven ,USA,2023-08-07,facebook_lead,,cpc,,True
  Suse Reuter  ,suse.reuter@email.com,26,F,+49(0) 465787133, Höxter ,Germany,2023-05-06,google_form,,email,VIP,False
  Shane Henderson  ,shane_henderson@outlook.com,27,M,(08) 3178 1080, South Gabrielfort ,Australia,2024-05-11,webinar_signup,camp_334,cpc,do not contact,True
  Amir Schacht  ,amir.schacht@outlook.com,26,F,,Bernburg,Germany,2022-05-04,partner_import,,email,follow up,True
  Unnati Varughese  ,unnati69@hotmail.com,38,F,02892268018, Avadi ,India,2022-11-09,partner_import,camp_299,cpc,do not contact,True
  Nitesh Edwin  ,nitesh_edwin@gmail.com,46,M,03584143842,Srikakulam,India,2023-05-04,google_form,,cpc,VIP,True
  Girik Thakkar  ,girik.thakkar@yahoo.com,,M,2992299590, Jodhpur ,India,2022-10-09,google_form,camp_360,cpc,do not contact,True
  Chakradev Lanka  ,chakradev.l@yahoo.com,41,M,, Machilipatnam ,India,2022-08-30,google_form,,,,True
  Sheila Taylor  ,sheila_taylor@gmail.com,54,M,518.244.9353, Kington ,Canada,2024-01-08,google_form,camp_910,email,follow up,True
  Chameli Setty  ,chameli30@gmail.com,37,F,+910276773592,Imphal,India,2022-01-06,webinar_signup,,,,True
,hemani_rastogi@gmail.com,18,F,+915881537147, Ajmer ,India,2023-04-05,webinar_signup,camp_343,email,VIP,False
  Julie Taylor  ,julietaylor@gmail.com,,F,946-458-4044, Ryanstad ,USA,2022-04-05,partner_import,camp_342,organic,,True
  Martin Hines  ,,34,F,(875)433-9636x0576, Hannaberg ,USA,2023-08-21,partner_import,,email,follow up,True
  Hollie Lawson  ,hollie94@yahoo.com,48,F,,O'Neillbury,UK,2023-05-18,google_form,camp_119,,,True
  Gunbir Bedi  ,,42,F,06963259532, Kottayam ,India,2024-02-10,partner_import,camp_468,social,,False
,,37,M,371-987-0262, Matthewfurt ,USA,2022-07-10,facebook_lead,,,VIP,False
  Philip Haynes  ,philip13@hotmail.com,31,M,+4420 7496 0839, North Steven ,UK,2022-10-01,webinar_signup,camp_781,social,,True
  Unni Tara  ,unni.t@outlook.com,18,M,07016873395,Dhanbad,India,2023-10-14,facebook_lead,,cpc,follow up,True
  Debra Christian  ,,41,F,+1-386-357-8091x34316, Jacksonport ,USA,2024-04-12,webinar_signup,camp_568,social,do not contact,False
  Baghyawati Talwar  ,baghyawati91@outlook.com,35,M,7480162456,Ranchi,India,2022-03-24,facebook_lead,,organic,,False
  Anita Hellwig  ,anitahellwig@outlook.com,33,M,+49(0)7382 99737, Erkelenz ,Germany,2022-03-05,email_capture,,email,follow up,True
  Nandini Behl  ,nandini.behl@gmail.com,,F,8358416878,Phagwara,India,2023-04-01,partner_import,,cpc,do not contact,True
  Christopher Henderson  ,christopher.henderson@gmail.com,34,F,1-900-524-2786, North Charlesberg ,Canada,2023-02-09,facebook_lead,,email,,False
  Jagat Dave  ,jagatdave@email.com,,M,,Ranchi,India,2024-06-06,facebook_lead,camp_980,,VIP,True
  Balvan Devan  ,balvandevan@outlook.com,31,F,5787298259, Ujjain ,India,2022-03-12,facebook_lead,camp_976,cpc,,True
  Maya Mistry  ,maya_mistry@email.com,23,F,5888794705,Bhubaneswar,India,2023-02-13,email_capture,camp_656,social,,True
  Rebecca Williams  ,rebecca62@outlook.com,33,M,, North Chelsea ,USA,2024-09-19,partner_import,camp_201,cpc,,True
  Omaja Morar  ,JASMITCHANA@YAHOO.COM,36,,0974993097, Loni ,India,2024-08-24,google_form,,organic,,True
  Lajita Divan  ,lajitadivan@gmail.com,30,M,3091307562,Kurnool,India,2024-03-06,google_form,camp_837,email,VIP,True
  Patrick Vega  ,patrick.v@hotmail.com,40,M,392.937.4740x7482, Vanessaport ,USA,2022-10-19,partner_import,camp_323,social,,True
  Nirja Thaker  ,,49,F,7028385786,Malegaon,India,2023-03-25,google_form,,organic,follow up,True
  Tripti Walia  ,tripti.walia@outlook.com,41,F,08549733484,Bihar Sharif,India,2022-10-30,google_form,camp_867,social,follow up,True
,bhavya.johal@email.com,44,M,7575844198,Tenali,India,2023-11-21,webinar_signup,,cpc,,True
  Danielle Coleman  ,danielle91@yahoo.com,34,M,674-636-7136x959,Port Dominiqueview,USA,2024-01-01,partner_import,camp_845,organic,,True
  Dominik Dietz  ,dominik51@hotmail.com,41,F,(06566) 70106, Bützow ,Germany,2022-03-08,google_form,,organic,,True
  Lindsey Yates  ,lindsey.yates@outlook.com,18,M,+44(0)117 4960105,New Frankview,UK,2023-05-03,facebook_lead,,social,,False
  Michael Osborn  ,michael.osborn@outlook.com,18,M,(387)810-1226, Carlsonmouth ,Singapore,2023-06-28,webinar_signup,,cpc,,True
  Hemani Dhingra  ,hemani_dhingra@email.com,60,F,00415747338, Kishanganj ,India,2024-10-06,webinar_signup,,cpc,,True
  Alan Grimes  ,alan_grimes@yahoo.com,27,F,, Johnsonstad ,USA,2022-05-31,partner_import,,organic,,False
  Jessica Davis  ,jessica.davis@yahoo.com,,M,,Lindamouth,USA,2022-07-10,facebook_lead,camp_695,organic,follow up,False
  Aimee Jones  ,aimee.jones@email.com,37,M,+44191 496 0299,Smithfort,UK,2022-07-27,google_form,camp_891,cpc,do not contact,False
  Sydney Taylor  ,sydney.taylor@outlook.com,49,M,368.951.6048, Emilyview ,USA,2022-04-12,facebook_lead,camp_967,email,follow up,True
  Allison Maddox  ,allisonmaddox@hotmail.com,,F,9182451462, Teresaburgh ,Singapore,2022-07-18,facebook_lead,,organic,VIP,True
,anita.d@email.com,50,F,+919933083301, Bathinda ,India,2022-07-06,email_capture,camp_414,email,follow up,True
  William Rodriguez  ,william.r@outlook.com,41,M,+1-948-293-2528x8095, West Natashaport ,Singapore,2022-05-07,email_capture,,social,follow up,True
  Brenda Carson  ,brenda.carson@yahoo.com,41,M,(613)870-9859x317,East Brandonton,USA,2024-03-03,google_form,camp_726,organic,do not contact,False
  Urmi Chaudhry  ,urmi.chaudhry@gmail.com,47,M,, Allahabad ,India,2024-10-25,partner_import,,,do not contact,True
  Timothy Hancock  ,,32,F,2606-4746,Mooreport,Australia,2022-09-16,webinar_signup,camp_933,,,True
  Jacek Gröttner  ,jacek.gröttner@outlook.com,31,F,+49(0) 872624731, Quedlinburg ,Germany,2022-06-28,google_form,camp_180,cpc,VIP,True
  Jane Bates  ,jane76@hotmail.com,40,F,0115 496 0656, Joneston ,UK,2024-05-09,webinar_signup,,email,,True
  Kevin Vasquez  ,kevin37@gmail.com,43,F,438-826-7586, Port Tracychester ,USA,2023-12-06,google_form,camp_405,email,,True
  Gaurav Kata  ,gaurav_kata@hotmail.com,28,F,0262067240,Bihar Sharif,India,2022-03-21,facebook_lead,camp_994,,,False
,sheila.r@outlook.com,42,F,001-853-677-3515x850,North Stacy,USA,2023-07-29,webinar_signup,camp_287,cpc,,True
  Madison Davis  ,madison_davis@outlook.com,50,M,390.505.3293, Port Molly ,USA,2022-07-02,webinar_signup,camp_818,social,do not contact,True
  Hredhaan Nayak  ,hredhaan.nayak@hotmail.com,43,,07887287431, Ujjain ,India,2023-09-30,partner_import,camp_596,social,do not contact,True
  Eberhardt Binner  ,eberhardtbinner@yahoo.com,55,F,(08013) 26773, Beeskow ,Germany,2022-03-09,facebook_lead,camp_461,organic,VIP,True
  Ellie Lambert  ,,39,M,+44(0)28 9018 0106, Raymondbury ,UK,2023-05-11,partner_import,camp_743,organic,,True
  Alex Bates  ,alex.bates@outlook.com,33,M,+44151 496 0262, Bethanybury ,UK,2023-08-07,webinar_signup,,social,VIP,True
  Amy Davenport  ,amy_davenport@yahoo.com,40,M,(926) 204-5053 x315, Dicksonberg ,Canada,2022-02-11,google_form,camp_415,social,,False
  Sara Young  ,,,F,226 025 6342, Brennanfort ,Canada,2023-09-18,google_form,,social,,True
  Tara Kurian  ,not-valid-email,18,M,2054932966, Chandigarh ,India,2024-03-24,partner_import,,social,VIP,True
  Mark Hernandez  ,mark.hernandez@outlook.com,53,F,+1-704-522-8421x020, Alfredview ,USA,2024-09-13,partner_import,camp_832,cpc,VIP,False
  Grzegorz Kramer  ,grzegorzkramer@outlook.com,59,F,+49(0)6474687234, Bayreuth ,Germany,2023-05-08,partner_import,,social,,True
  Nandini Chandran  ,nandini.c@email.com,43,F,+912753046374, Barasat ,India,2024-05-07,webinar_signup,camp_830,social,,True
  Advay Lal  ,advay_lal@hotmail.com,46,M,,Sagar,India,2024-01-05,webinar_signup,camp_816,email,do not contact,True
  Brian Harmon  ,brian93@outlook.com,22,F,611.977.5891x78390, North Yolandafurt ,USA,2023-01-10,facebook_lead,,cpc,,True
  Jhalak Kant  ,jhalak.k@outlook.com,57,M,,Shahjahanpur,India,2023-08-26,email_capture,camp_323,organic,,True
,finn.vora@yahoo.com,36,M,08519108839, Dehradun ,India,2024-02-21,webinar_signup,camp_865,cpc,,True
  Falak Venkatesh  ,falak.v@email.com,18,F,01397187072, Sirsa ,India,2023-01-05,webinar_signup,,social,VIP,False
  Dalbir Shere  ,dalbirshere@yahoo.com,34,M,4064039106, Rajkot ,India,2024-09-29,facebook_lead,camp_838,cpc,follow up,False
  Darpan Biswas  ,darpan5@gmail.com,56,M,,Jodhpur,India,2023-02-13,webinar_signup,camp_694,social,VIP,False
  John Allen  ,TERESA48@YAHOO.COM,,M,001-411-671-8227, Brandtside ,Singapore,2023-12-07,partner_import,camp_535,social,,False
  Kiaan Pall  ,kiaan94@email.com,,F,+912868230047,Katihar,India,2023-11-23,facebook_lead,,cpc,,False
  Ladli Karpe  ,ladlikarpe@email.com,18,M,+917524310690, Tiruppur ,India,2023-04-05,facebook_lead,camp_922,social,,True
  Ronald Rodriguez  ,ronald.r@gmail.com,,F,001-771-815-9212x499, Shawnchester ,USA,2022-04-10,email_capture,camp_167,social,,True
  Ekalinga Chaudhuri  ,ekalinga.c@gmail.com,44,M,0790306738, Pimpri-Chinchwad ,India,2024-08-29,facebook_lead,camp_980,social,do not contact,True
  Karina Vaughn  ,karinavaughn@hotmail.com,19,M,001-246-557-8713x315, North Chad ,Singapore,2024-05-07,google_form,camp_144,,do not contact,True
  Logan Thakur  ,logan34@yahoo.com,37,F,03959953428, Haridwar ,India,2023-02-18,facebook_lead,camp_115,social,do not contact,False
  Keith Williams  ,keith.williams@yahoo.com,48,F,(0909) 8790810, North Frankburgh ,UK,2022-07-02,partner_import,,,,True
  Charita Maharaj  ,charitamaharaj@gmail.com,,M,+918926870568, Erode ,India,2024-07-24,google_form,,organic,,False
  Cory Miles  ,cory.miles@outlook.com,45,F,, Nicholasberg ,USA,2022-07-14,facebook_lead,camp_910,cpc,follow up,True
  Nilima Dixit  ,nilima.dixit@hotmail.com,27,M,06287334270,Erode,India,2024-02-03,google_form,camp_454,organic,,False
  Gloria Wells  ,gloriawells@email.com,25,F,711-361-5280, Gomezchester ,USA,2022-08-20,facebook_lead,camp_217,social,,False
  Krish Rama  ,krish_rama@hotmail.com,45,F,+914351751830,Burhanpur,India,2023-01-07,partner_import,,cpc,do not contact,True
  Miranda Griffith  ,miranda.griffith@email.com,34,M,794-351-9832x7315, Audreychester ,USA,2024-04-22,partner_import,camp_559,cpc,,False
  Balveer Bora  ,balveer.b@hotmail.com,46,F,+919837354033, Nangloi Jat ,India,2022-07-15,email_capture,camp_669,,follow up,False
,xavier.jayaraman@hotmail.com,26,F,03854678544, Anand ,India,2022-11-18,webinar_signup,,organic,follow up,False
  Jane Jones  ,jane7@outlook.com,30,M,+44117 496 0602, Metcalfefurt ,UK,2023-04-02,google_form,camp_455,email,,False
  Widisha Shukla  ,widisha.s@email.com,30,F,, Bhilwara ,India,2022-09-01,google_form,,organic,do not contact,False
  Clarissa Wähner  ,clarissa.w@hotmail.com,34,,00500 97882, Olpe ,Germany,2023-02-28,facebook_lead,camp_964,email,,True
  Omisha Merchant  ,omisha_merchant@hotmail.com,40,M,+913536937854, Pallavaram ,India,2024-01-15,partner_import,camp_773,organic,follow up,True
  Megan Villegas  ,megan71@outlook.com,41,M,+1-298-409-4024x455,New Diane,USA,2024-02-05,partner_import,,social,,True
  Jeffrey Velasquez  ,jeffreyvelasquez@hotmail.com,,F,, Frazierside ,Canada,2022-09-05,facebook_lead,camp_300,organic,,True
  Triveni Ganguly  ,triveni_ganguly@hotmail.com,18,F,, Nashik ,India,2024-07-25,webinar_signup,camp_255,social,follow up,True
  Abeer Sachar  ,abeer62@hotmail.com,27,F,+913120387509, Morbi ,India,2022-12-29,webinar_signup,camp_233,email,VIP,True
  Amol Ahuja  ,amol54@email.com,54,F,8600848408, Mangalore ,India,2023-05-24,webinar_signup,,cpc,,True
  Daniele Gotthard  ,daniele39@hotmail.com,31,Other,+49(0)9136 193990, Lüdenscheid ,Germany,2023-10-05,facebook_lead,camp_301,cpc,follow up,True
  Chad Figueroa  ,chadfigueroa@yahoo.com,29,M,7186366752, Kimberlyshire ,USA,2024-10-28,facebook_lead,camp_754,organic,,True
  Gerta Säuberlich  ,gerta87@email.com,37,F,, Herford ,Germany,2023-08-09,webinar_signup,,email,follow up,True
  Hredhaan Char  ,,41,F,2339845461, Machilipatnam ,India,2023-08-10,facebook_lead,camp_493,cpc,VIP,False
  Caitlyn Ware  ,caitlyn14@email.com,37,F,(929)801-4767,Jasonhaven,USA,2023-04-05,email_capture,camp_269,cpc,VIP,True
  Tripti Kohli  ,tripti_kohli@email.com,48,F,3410166687, Bangalore ,India,2023-10-03,webinar_signup,camp_883,cpc,,False
  Onveer Butala  ,onveer.b@yahoo.com,33,M,06591803397, Ranchi ,India,2023-02-07,facebook_lead,,email,VIP,False
  Falan Mand  ,falan_mand@hotmail.com,41,F,9025039261, Ujjain ,India,2022-03-25,facebook_lead,,organic,,True
  Crystal Perez  ,crystalperez@yahoo.com,31,M,4519834738, Port Thomas ,Singapore,2023-10-23,facebook_lead,,email,,True
  Mark Johnson  ,mark.j@gmail.com,39,M,1-729-401-9655, South Rachelborough ,Canada,2023-03-27,email_capture,,,,True
  Wridesh Ramachandran  ,wridesh.r@yahoo.com,57,F,8562185016,Aurangabad,India,2023-11-10,google_form,,organic,,True
  Arthur Bennett  ,arthur.b@gmail.com,46,F,+443069990746, Nashport ,UK,2024-07-01,webinar_signup,camp_602,social,,True
  Harini Ranganathan  ,harini.r@gmail.com,55,M,00477358662, Guwahati ,India,2023-08-03,webinar_signup,,email,,False
  Jonathan Fletcher  ,jonathan42@yahoo.com,23,M,, Williamchester ,Canada,2022-06-18,webinar_signup,camp_129,social,VIP,False
  Suse Weitzel  ,,37,F,+49(0)0799 118384, Iserlohn ,Germany,2022-08-01,email_capture,,email,do not contact,True
  Chakrika Koshy  ,chakrika_koshy@yahoo.com,41,F,1142626551,Kolkata,India,2023-11-11,webinar_signup,camp_869,cpc,do not contact,True
  Daniel Jordan  ,daniel_jordan@email.com,51,F,597-484-0369x0034, Keithville ,USA,2024-04-08,email_capture,camp_409,email,do not contact,True
  Darika Saxena  ,darika.saxena@hotmail.com,61,F,04121267888, Kota ,India,2024-01-03,facebook_lead,camp_789,email,,False
,adrian.burgess@email.com,,M,(826)283-8851, Smithland ,USA,2024-08-28,facebook_lead,camp_538,social,do not contact,True
  Atharv Chakraborty  ,atharv.c@outlook.com,29,Other,08199560466, Karaikudi ,India,2022-01-23,partner_import,,social,do not contact,True
  Xavier Verma  ,xavier.v@outlook.com,26,M,+916224447212, Bally ,India,2023-03-10,google_form,camp_485,organic,,True
  Oviya Mistry  ,oviya86@yahoo.com,,F,01543799371, Avadi ,India,2022-04-22,webinar_signup,,,,True
  Abeer Randhawa  ,abeer26@gmail.com,25,M,09657569245, Nangloi Jat ,India,2024-09-24,google_form,,cpc,VIP,True
  Dipta Goel  ,,47,F,, Phusro ,India,2023-09-19,partner_import,camp_225,cpc,,False
  Ryan Gole  ,ryan_gole@yahoo.com,35,M,, New Delhi ,India,2023-07-21,partner_import,,social,,True
  Jeff Brown  ,jeffbrown@hotmail.com,18,F,0405-009-788, North Susan ,Australia,2022-06-17,google_form,camp_812,cpc,,False
  Zayyan Dube  ,zayyan3@gmail.com,45,M,6617979688,Tinsukia,India,2022-03-05,facebook_lead,camp_860,email,VIP,True
  Michelle Johnston  ,michellejohnston@hotmail.com,31,M,001-966-741-6052,South Meganbury,USA,2024-01-20,google_form,camp_599,email,do not contact,True
  Balhaar Parsa  ,,24,M,8911352909, Bathinda ,India,2023-05-05,email_capture,camp_182,email,,True
  Christopher Lopez  ,christopherlopez@hotmail.com,21,F,+61 413 619 399,East Robertshire,Australia,2024-09-17,partner_import,camp_829,cpc,do not contact,True
  Annette Stewart  ,annette_stewart@hotmail.com,51,F,, North Stephenshire ,Australia,2024-08-19,partner_import,,cpc,VIP,True
